nazwa_ogloszenia,link,cena,opis,lokalizacja,pokoje,stan wykonczenia,miejsce parkingowe,powierzchnia,balkon,taras,piętro,rok budowy
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-fabryczna-19-111m2-mzn2040603539,490 000 zł,"Najważniejsze atuty:
lokalizacja w spokojnej okolicy
szybki dojazd do Wrocławia
miejsce postojowe, komórka lokatorska i piec w cenie mieszkania
W skrócie
Osiedle Przyjazne to 20 mieszkań w zabudowie szeregowej. Mieszkania na parterze mają 70 m kw. Do każdego przynależy ogródek. W cenie mieszkania są: miejsce postojowe, komórka lokatorska, piec i grzejniki oraz rolety. Mieszkania na piętrze liczą 111 m kw. (lokatorzy do własnej aranżacji otrzymują antresolę na poddaszu). Cena obejmuje: miejsce postojowe, komórkę lokatorską, piec i grzejniki na piętrze, docieplenie połaci dachu oraz wyprowadzone instalacje.
Lokalizacja
Inwestycja położona jest w Lutyni, leżącej na zachód od Wrocławia miejscowości o największym potencjale inwestycyjnym w obrębie aglomeracji. W miasteczku jest dostępna podstawowa infrastruktura zapewniająca wygodne życie. W okolicy powstaje Zachodnia Obwodnica Wrocławia, co jeszcze usprawni poruszanie się samochodem.
Tereny zielone
Mieszkańcy poszukujący chwili na łonie natury w 14 minut dojdą do parku miejskiego. W Lesie Ratyńskim, gdzie czeka na wypoczywających m.in. ścieżka przyrodnicza, można znaleźć się już po 9-miturowej podróży samochodem.
Sklepy, punkty usługowe i gastronomiczne
Do najbliższego sklepu spożywczego dojdziemy w 9 minut. W podobnej odległości usytuowany jest paczkomat. Biedronka i Lidl znajdują się w Leśnicy. Można tam dojechać już w 12 minut. Tyle samo czasu zajmie podróż do CH Hermes. Do przychodni można dojść w 10 minut. Podobny czas trzeba zarezerwować, by dotrzeć spacerem do lodziarni oraz pizzerii i bistro.
Komunikacja i transport publiczny
Na oddalonym o 8 minut pieszo przystanku zatrzymuje się autobus linii 938. Dojazd nim do centrum Wrocławia zajmuje nieco ponad godzinę. Tę samą trasę można pokonać samochodem w 30 minut.
Edukacja
W Lutyni znajduje się kilka placówek edukacyjnych dla dzieci. W klubie dziecięcym znajdziemy się po 7-minutowym spacerze, do najbliższego przedszkola jest 13 minut pieszo. Szkoła Podstawowa im. Jana Pawła II jest oddalona o 1 km od osiedla. Kolejne placówki zlokalizowane są na trasie do Wrocławia. Można do nich dojechać już w 15 minut.
Rezerwacja i płatność
Po szczegóły zapraszamy do kontaktu przez formularz znajdujący się na dole strony.","Fabryczna,",4,,,"111,40 m²",,,,2023
"Przestronne, ładne, 3 pok. przy Pl. Grunwaldzkim",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-mikolaja-reja-65m2-mzn2042297342,747 500 zł,"ul. Mikołaja Reja okolice
Przestronne, ładne, dwupoziomowe trzypokojowe mieszkanie o pow. 65 m ( po podłodze o pow. około 75 m ) w budynku z 1999 roku na ogrodzonym terenie blisko Placu Grunwaldzkiego. Mieszkanie usytuowane jest na trzecim piętrze w budynku czteropiętrowym składa się z następujących pomieszczeń na pierwszym poziomie znajduje się salon połączony z kuchnią, pokój, toaleta i przedpokój, zaś na drugim poziomie znajduje się przestronny pokój z małą garderobą. Mieszkanie wykończone w dobrym standardzie, bardzo funkcjonalnie zaprojektowane, nie wymaga nakładów finansowych do wprowadzenia od zaraz. Rozkład pomieszczeń daje swobodę poruszania się w nim, a ustawny i funkcjonalny układ czyni to mieszkanie bardzo atrakcyjne i wygodne. W mieszkaniu na podłogach deska bambusowa i panele, na ścianach gładzie gipsowe, okna PCV, ogrzewanie miejskie. W cenie mieszkania pozostają meble kuchenne wraz ze sprzętem AGD, oświetlenia sufitowe oraz pozostałe wyposażenie i umeblowanie widoczne na zdjęciach. Mieszkanie znajduje się w nowoczesnym budynku z ładnie zagospodarowanym i ogrodzonym terenem.
Metraże poszczególnych pomieszczeń:
Pierwszy poziom:
- salon 17 m
- pokój 14,80 m
- kuchnia 6 m
- łazienka 3,60 m
- przedpokój 3 m
Drugi poziom:
- pokój 20,60 m
Bliskość Placu Grunwaldzkiego oraz komunikacji miejskiej (liczne tramwaje i autobusy) sprawia, iż nieruchomość jest idealnym miejscem do zamieszkania oraz dobrym kapitałem pod inwestycję. To wyjątkowe położenie nieruchomości sprawia, iż mieszkanie jest idealne dla osób, którym zależy na mieszkaniu w Centrum miasta. Pełna infrastruktura, liczne sklepy spożywcze, restauracje, piekarnie, apteki, przychodnie, Pasaż Grunwaldzki, Wyższe Uczelnie. Doskonałe połączenie z pozostałymi dzielnicami miasta.
Zakup lub najem Nieruchomości przez nasze biuro to przede wszystkim:
bezpieczeństwo transakcji, dobra cena, indywidualne i elastyczne podejście do naszych klientów.
Możesz skorzystać również z:
opieki prawnej przy transakcji, doradców kredytowych, kancelarii notarialnej oraz wsparcia wykwalifikowanych negocjatorów.
Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów art. 66 k.c., a przedstawione dane mają charakter informacyjny.","Śródmieście,",3,,,65 m²,,,3/4,1999
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-rybnicka-18-118m2-mzn2042627660,1 699 000 zł,"Najważniejsze atuty:
✅ Wysoka jakość użytych materiałów i podwyższony standard wykonania
✅ Ponadprzeciętna wysokość mieszkań od 2,8 m
✅ Tarasy liczące nawet 122 m kw
Willa Wrocław w skrócie
Niska i kameralna zabudowa utrzymana w nowoczesnym stylu, charakteryzująca się m.in. wysoką jakością użytych materiałów i podwyższonym standardem wykonania. Osiedle zostanie zrealizowane w trzech etapach w ramach których powstaną łącznie 104 apartamenty. W III etapie inwestycji planowana jest budowa 15 mieszkań o powierzchni od 105 do 150 m kw, które znajdą się w budynkach 2D, 2E i 2F. Mieszkania o ponadprzeciętnej wysokości liczącej od 2,8 m wyposażone zostały w drewniane okna ze sterowanymi elektrycznie roletami. Przynależą do nich tarasy liczące nawet 122 m kw lub ogródki o powierzchni od 230 do 391 m kw. W mieszkaniach typu penthouse działa również winda wjeżdżająca bezpośrednio do lokalu.

Willa Wrocław – lokalizacja
Inwestycja Willa Wrocław powstaje przy ulicy Rybnickiej 18, na działce graniczącej z Parkiem Wschodnim we Wrocławiu. Dzięki temu mieszkańcy będą mogli wypoczywać w bliskości terenów zielonych, a zarazem korzystać z wszelkich udogodnień miejskich.

Tereny zielone
Willa Wrocław graniczy z Parkiem Wschodnim we Wrcoławiu, w którym znajduje się m.in. jaz spiętrzający Oławę, ścieżka biegowa i naturalny plac zabaw.

Sklepy, punkty usługowe i gastronomiczne
Tuż obok inwestycji znajduje się Żabka (170 m), Piekarnia Opolska (450 m) i bar Osada (500 m). O 3, 1 km oddalone jest centrum handlowe GAJ.

Komunikacja i transport publiczny
O 300 metrów od inwestycji oddalony jest przystanek autobusowy Karwińska, z którego kursują linie 100, 124, 134 i 243. W odległości 450 metrów znajduje się natomiast przystanek tramwajowy Karwińska, z którego odjeżdżają tramwaje 3 i 5.

Edukacja
W odległości 1,1 km znajduje się Publiczne Przedszkole LOGICUS. Szkoła Podstawowa nr 99 im. Tadeusza Kościuszki oddalona jest o 700 metrów, a Liceum Ogólnokształcące o 2,2 km.

Rezerwacja i płatność
Wszystkie informacje dotyczące rezerwacji i płatności dostępne są u dewelopera. Prosimy o kontakt poprzez formularz.","Krzyki,",4,,,"118,48 m²",,,1/2,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-kominiarska-38-127m2-mzn2042227418,1 448 940 zł,"Wygodne mieszkanie dla rodziny w budynkach skrajnych (127,10 m2) z największymi ogrodami.
Na parterze: duży, słoneczny ogród (ponad 240 m2); garaż wbudowany + miejsce postojowe na podjeździe, cześć dzienna (34,58 m2) hol wejściowy, łazienka i pralnia; na piętrze 4 wygodne sypialnie, łazienka domowników, i gabinet.


Osiedle Kominiarska 38

to kameralny zespół sześciu nowoczesnych budynków w zabudowie bliźniaczej, w zielonej enklawie osiedla Widawa, na wrocławskim Psim Polu.

Teren znajduje przy ul. Kominiarskiej, głównej osi urbanistycznej osiedla w otoczeniu willowej zabudowy.

To oferta dla rodzin, młodych par i wszystkich, którzy docenią spokój, bezpieczeństwo, dostępność usług i komunikacji publicznej.

W bezpośrednim sąsiedztwie terenu znajdują się przystanki autobusowe, sklepy oraz lokale usługowe.

Przy ul. Kominiarskiej zlokalizowane jest lokalne centrum sportowo rekreacyjne z nowoczesnym boiskiem z zapleczem szatniowym, szkółką piłkarską, placem zabaw dla małych dzieci, strefą wspinaczkową, siłownią zewnętrzną i stołami do ping ponga.

Osiedle Widawa jest zacisznym zespołem zabudowy jednorodzinnej z lokalnymi sklepami, punktami usługowymi i w pełni zmodernizowaną infrastrukturą techniczną i drogową.

Wyposażonym w sprawny transport publiczny (linia autobusowe , PKP - Wrocław Osobowice – parking „park & ride”), dogodne połączenia drogowe (obwodnica AOW, obwodnica śródmiejska, lotnisko), zieleń porastającą tereny rekreacyjne i prywatne posesje. Osiedla zapewnia dostęp do podstawowych usług: sklepy, ośrodek zdrowia, apteki, żłobek, punkt przedszkolny, docelowo (w 2024) szkoła publiczna wraz z przedszkolem (10 minut spaceru lub 5 minut dojazdu samochodem).

W sąsiedztwie znajduje się nowoczesne osiedle Lipa Piotrowska oraz miejskie tereny rekreacyjne i turystyczne – m.in. system ścieżek rowerowych, tereny spacerowe wzdłuż rzeki Widawy.

Osiedle Kominiarska 38

- kameralny zespół sześciu budynków, zaopatrzone jest w pełną infrastrukturę techniczną (sieć wodociągową, kanalizację miejską, kanalizację deszczową, sieć energetyczną, internet szerokopasmowy), w pełni wykończony układ drogowy (droga dojazdowa, podjazdy wraz z oświetleniem). Ogrodzone posesje gwarantują mieszkańcom prywatność i poczucie bezpieczeństwa.

Każdy z budynków posiada garaż, możliwość parkowania dodatkowego pojazdu oraz opcję rozbudowy o dodatkowe stanowisko dla samochodu osobowego.

Zapewnia bliskość komunikacji miejskiej – 20 m do przystanku MPK, 10 minut spacerem (2 samochodem) do stacji PKP – Wrocław Osobowice, bezpieczne dojście piesze do przyszłej szkoły (przy ul. Cynamonowej).

Domy odsunięte są od otaczających ulic, posiadają duże ogrody oraz zaaranżowane urządzoną zielenią dekoracyjną zieleńce przed budynkami. Na części terenu zachowano starodrzew – drzewa ozdobne i owocowe.

Domy zorientowane są na osie północny – wschód, południowy- zachód, co zapewnia dobre nasłonecznienie pomieszczeń oraz ogrodów wypoczynkowych.

Zaprojektowano wysokie okna i duże, przeszklone witryny w salonach.

Rozpoczęta inwestycja daje możliwość wyboru lokalu z uwzględnieniem indywidualnych preferencji.

Wszystkie budynki zrealizowane są ze starannie dobranych materiałów o podwyższonej izolacyjności akustycznej i termicznej. Pomieszczenia mają ponadstandardową wysokość - 275 cm. W standardzie jest ogrzewanie podłogowe zasilane nowoczesną pompą ciepła, wspomaganą instalacją fotowoltaiczną. Okna na parterze wyposażone są w rolety.

Dostępne mieszkania są dopasowane do zróżnicowanych potrzeb klientów.

W ofercie znajdują się 3 rodzaje mieszkań

Mieszkania typu A (lokal 1 i 6 - 127,10 m2) z przestronną częścią dzienną, 4 pokojami na piętrze, garażem i wygodnym stanowiskiem dla kolejnego samochodu. Mieszkania zlokalizowane są w segmentach skrajnych, posiadają duże ogrody


Mieszkania typu B (lokal 2 do 5 - 127,65 m2) z przestronną częścią dzienną, 4 sypialniami na piętrze, garażem i wygodnym stanowiskiem dla kolejnego samochodu. Zlokalizowane są w segmentach wewnątrz zabudowy.


Mieszkania typu C (lokal 7 do 12 - 103,80 m2) z funkcjonalną częścią dzienną, 4 sypialniami na piętrze oraz garażem. Zlokalizowane są w ustronnie zlokalizowanej grupie 3 budynków.
Przekazanie kluczy w 2024 roku.

Deweloper Centrum sp. z o.o. - jesteśmy zewnętrznym biurem sprzedaży dewelopera. Nie pobieramy prowizji.

Zapewniamy doradztwo kredytowe oraz pomoc w przeprowadzeniu przez proces zakupu wymarzonego lokum.

Informacje dotyczące opisu nieruchomości podane są przez właściciela, mają charakter wyłącznie informacyjny i mogą podlegać aktualizacji. Oferta dotycząca nieruchomości stanowi zaproszenie do rokowań zgodnie z art. 71 Kodeksu Cywilnego i nie stanowi oferty określonej w art. 66 i następnych KC.","Widawa,",6,,,"127,10 m²",,,,2024
Ładne mieszkanie na Kozanowie,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-kozanowska-47m2-mzn2043121368,630 000 zł,"Oferujemy do sprzedaży rozkładowe mieszkanie na Kozanowie .
Mieszkanie jest miejscu bardzo dobrze skomunikowanym .Do Centrum można dojechać liniami tramwajowymi i autobusowymi.
Mieszkanie składa się z następujących pomieszczeń
pokój
pokój
kuchnia
łazienka
przedpokój
balkon
piwnica
Idealne miejsce, świetnie skomunikowane, w pobliżu przedszkole, szkoła, place zabaw, sklepy, pełna infrastruktura. Położenie w sercu dużego osiedla umożliwia szybki dojazd do centrum miasta tramwajem lub autobusem.
Bezpośrednim, szybkim autobusem dojedziemy także do Pl. Jana Pawła (7 minut),- park
- sklepy, lokale usługowe, apteka, poczta, restauracje
- place zabaw
- szkoły podstawowe, przedszkola, żłobek , przychodnia
Zapraszamy do prezentacji.
Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C.","Fabryczna,",2,,,"47,70 m²",Tak,,5/10,1980
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-zawidowska-81m2-mzn2040363518,729 900 zł,"Najważniejsze atuty
✅ budynki wykończone w industrialnym, nowojorskim stylu
✅ sąsiedztwo parków i lasów
✅ położenie nieopodal AOW

W skrócie
2M Apartments to kompleks 5 budynków z mieszkaniami od 37 m kw. do 82 m kw. oraz dwupoziomowymi apartamentami z antresolami. Inwestycja utrzymana jest w minimalistycznym, industrialnym stylu. W okolicy znajdują się liczne sklepy i lokale usługowe. Mieszkańcy docenią rozległe tereny zielone, idealne do spacerów z dziećmi oraz przejażdżek rowerowych.

Lokalizacja
Inwestycja położona jest przy ulicy Zawidowskiej, w północno-zachodniej części Wrocławia. Blisko stąd do okolicznych parków i lasów, a dogodne połączenia komunikacyjne zapewnia leżący nieopodal wjazd na Autostradową Obwodnicę Wrocławia.

Tereny zielone
Osoby spragnione zieleni już po 6-minutowym spacerze dotrą do parku Świetlików. O kilometr oddalony jest park Maślicki, gdzie placu zabaw chętnie wypoczywają rodzice z dziećmi. Wolny czas można spędzić w leżącym 3 km od inwestycji parku Pilczyckim. W okolicach tamtejszego stawu można spotkać wędkarzy. Osoby ceniące dziką przyrodę miejską w 13 minut samochodem znajdą się w Lesie Pilczyckim.

Sklepy, punkty usługowe i gastronomiczne
5 minut zajmie spacer do najbliższej Żabki. Niewiele dalej usytuowanych jest kilka innych sklepów osiedlowych. Zarówno do Lidla, jak i do Biedronki można dojechać w 5 minut. W podobnej odległości położone są centra handlowe N-Park i Pasaż Królewiecki. Do najbliższej poczty jest 300 m, do paczkomatu – 350 m. 2 minuty potrzeba, aby dojść do najbliższej restauracji, do kolejnych kilku, serwujących kuchnię polską, fusion czy pizzę, można dojechać w 5 minut.

Komunikacja i transport publiczny
Najbliżej inwestycji – 300 m – położony jest przystanek autobusowy Maślice Małe (Brodnicka). Zatrzymują się tu autobusy linii 102, 103, 126, 127 i 245. Podróż do centrum zajmie transportem zbiorowym ok. 40 minut. Tę samą trasę można pokonać rowerem w 30 minut, natomiast samochodem w 20 minut. Dojazd do Autostradowej Obwodnicy Wrocławia potrwa 8 minut.

Edukacja
Do najbliższego przedszkola rodzice z dziećmi dojdą w 9 minut. Podróż samochodem do jednego z dwóch okolicznych żłobków zajmie 4-5 minut. Na spacer do Zespołu Szkolno-Przedszkolnego nr 1 trzeba zarezerwować 16 minut. W promieniu 1 km położone są dwie szkoły językowe.

Rezerwacja i płatność
Wszystkie informacje dotyczące rezerwacji i płatności znajdą Państwo u dewelopera. Poniżej formularz kontaktowy.","Maślice,",2,,,"81,39 m²",,,2/3,2022
Blisko tramwaj|Klimatyzacja|Piwnica|Dwustronne,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-gornicza-50m2-mzn2043075475,650 000 zł,"Oferuję na sprzedaż komfortowe 2 pokojowe mieszkanie o pow. 50,06 m2 z oddzielą kuchnią, położone na Pilczycach przy ul. Górniczej. Dwustronne, jasne, położone na 3 piętrze trzypiętrowego budynku z 1990r.
Powierzchnia mieszkania to 50,06 m2, na które składają się:
Salon - ok. 19 m2
Sypialnia - ok. 11 m2
Kuchnia
Łazienka
Hall
Zalety mieszkania:
- wyposażone w sprzęty AGD (lodówka, zmywarka, piekarnik, pralka) oraz częściowo umeblowane,
-ogrzewanie jest miejskie, a okna PCV dzięki czemu czynsz administracyjny jest niski - jedynie 470zł/miesiąc,
- komórka lokatorska, w której można przechowywać dodatkowe rzeczy,
- klimatyzacja, dzięki której nie straszne są upały w lato,
- możliwość dodatkowego zakupu ogródka działkowego ROD o pow. 480m2, położonego ok. 300m od mieszkania. 
Okolica i komunikacja:
-100 m od mieszkania znajduje się przystanek autobusowy, a do przystanku tramwajowego mamy jedynie 500 m, z którego do rynku dojedziemy w 20 minut,
-w najbliższej okolicy znajduje się pełna infrastruktura: sklepy (Społem, Żabka), Hala Tęcza oraz przedszkola, żłobki i szkoły,
-Park Pilczycki ze Stawem Pilczyckim, Park Zachodni czy Las Kuźnicki to idealne miejsca dla osób ceniących naturę i lubiących spacery,
-Stadion Tarczyński Arena, na którym odbywają się festiwale, koncerty czy różne imprezy,
-dobry dojazd na AOW
MOŻLIWOŚĆ NEGOCJACJI CENY!
Serdecznie zapraszam do kontaktu o każdej porze!
TEKTON PROPERTY TO NAJLEPSZE BIURO NIERUCHOMOŚCI W POLSCE WG KONKURSU LIDER NIERUCHOMOŚCI OTODOM 2020.
Znajdź nas w swoim mieście: Gdańsk, ul. Chmielna 10 - Warszawa, Plac Dąbrowskiego 1/311 - Wrocław, ul. Kasztanowa 3A/118 - Kraków, ul. Józefitów 7/4 - Poznań, ul. Rembertowska 15B/2 - Łódź, ul. Zachodnia 70 pok. 223.
Podejmując współpracę z przedstawicielami Tekton Property zyskujesz:
- oszczędność czasu
- weryfikację dokumentów od strony formalno-prawnej
- wsparcie agenta na każdym etapie transakcji
- pomoc przy uzyskaniu kredytu hipotecznego w kilkunastu bankach
- wgląd do umów przed zawarciem aktu notarialnego u sprawdzonych Notariuszy
- własne analizy makroekonomiczne i raporty z prowadzonych działań
- dostęp do cen transakcyjnych z okolicy
Skontaktuj się z opiekunem oferty, a on poprowadzi Cię przez wszystkie etapy transakcji.
Zapraszamy do współpracy!
Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów art. 66 k.c., a przedstawione dane mają charakter informacyjny.","Wrocław-Fabryczna,",2,,,"50,06 m²",,,3/3,1990
Mieszkanie 2-pokojowe w atrakcyjnej cenie,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-53m2-mzn2042043818,686 925 zł,"Na sprzedaż mieszkanie 2-pokojowe, z balkonem w dzielnicy Krzyki-Partynice. Atrakcyjna cena !
Idealne mieszkanie na start lub jako inwestycja.
Mieszkanie o powierzchni 53.27 m2, położone na pierwszym  piętrze. Skierowane na zachód, widok z okien na zieleń. Pokój dzienny z wyjściem na balkon (4,26 m2), kuchnia- możliwość wydzielania zamkniętej kuchni z oknem, sypialnia z garderobą, łazienka. Praktyczny rozkład. 
W niedalekiej odległości jest Park Południowy, Park Kleciński, Tor Wyścigów Konnych oraz Bielany Wrocławskie. Lokalizacja pozwala na sprawne przedostanie się do centrum miasta, przy osiedlu znajduje się przystanek MPK, niedaleko do przedszkola,sklepów i restauracji oraz innych lokali usługowych. 
W obrębie osiedla będą się znajdowały place zabaw dla dzieci młodszych i starszych, strefy wypoczynku z ławeczkami oraz przemyślane zaaranżowane strefy bogate w zieleń. Będzie też miejsce, gdzie można spotkać sąsiadów, relaksować się i spędzać czas- chillout room.To idealne miejsce do organizowania spotkań bez konieczności wychodzenia z budynku.
W tej inwestycji posiadamy w ofercie szereg innych mieszkań,o zróżnicowanych metrażach.
Realizacja: 04-2026
Cena: 686 925 zł / 12 895 zł/m2
Pomagamy w załatwieniu formalności związanych z zakupem nieruchomości,kredytem. Współpracujemy z zaufanymi i doświadczonymi doradcami finansowymi.
Serdecznie polecam i zapraszam na prezentację
Magdalena Jakubczyk
609... pokaż
Pośrednik odpowiedzialny zawodowo Alicja Franczyk licencja zawodowa nr 2412
MAGNUS SP. J.
ul. Krakowska 52 lok.1
50-425 Wrocław
Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej wrozumieniu art. 66 1 Kodeksu Cywilnego.
.
Oferta nr584... pokażwysłana z systemu LocumNet Online
Dane z certyfikatu energetycznego:
Roczne zapotrzebowanie na energię użytkową: 0.00 [kWh/m2]Roczne zapotrzebowanie na energię końcową: 0.00 [kWh/m2]Roczne zapotrzebowanie na nieodnawialną energię pierwotną: 0.00 [kWh/m2]Jednostkowa wielkość emisji CO2: 0.0000 [tony/rok]Udział odnawialnych źródeł energii w zapotrzebowaniu na energię końcową: 0.0000 %","Krzyki,",2,,,"53,27 m²",,Nie,1/8,2026
Partyzantów/Bacciarellego 3 pokoje duży balkon,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-partyzantow-64m2-mzn2043095517,820 000 zł,"Mieszkanie 3-pokojowe z dużym balkonem. Powierzchnia mieszkania 64mkw. Mieszkanie położone na I piętrze budynku przy ul. Partyzantów. Budynek z 2007r. Dwie osobne sypialnie o pow.: 10mkw + 16mkw. Większa sypialnia z garderobą zabudowaną półkami [garderoba jest osobnym pomieszczeniem]. Salon częściowo otwarty na kuchnię. Balkon o pow. 13mkw. Wejście na balkon z salonu oraz z mniejszej sypialni. Kuchnia wyposażona i umeblowana wraz ze sprzętami AGD [lodówką, płytą elektryczną, okapem, zmywarką, piekarnikiem]. Łazienka z wanną, umywalką, toaletą i pralką. Okna drewniane nowego typu. W oknach żaluzje zewnętrzne. Budynek położony na granicy Sępolna i Biskupina. Teren budynku ogrodzony. Wejście do budynku od strony ul. Partyzantów oraz od strony ul. Bacciarellego. Bardzo dobra lokalizacja! Miesięczne koszty utrzymania mieszkania w kwocie 900zł. Ogrzewanie z własnej kotłowni dla budynku. Dobrze rozwinięta infrastruktura osiedla. W pobliżu punkty usługowe, sklepy, piekarnia z pysznym pieczywem, przedszkole, szkoła. W bliskiej odległości przystanek tramwajowy i autobusowy, ścieżki rowerowe i spacerowe, ścieżki wzdłuż Odry, tereny zielone, Park na Biskupinie, Park Szczytnicki, Stadion Olimpijski, basen. Szybki termin przekazania mieszkania. Uregulowany stan prawny. Mieszkanie godne uwagi. Zapraszam na prezentację mieszkania. Pośrednik prowadzący Ludmiła Nowak T.60... pokaż
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Ludmiła Nowak (licencja nr: 10170)","Wrocław,",3,,,64 m²,Tak,,1/2,2007
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-fabryczna-19-111m2-mzn2040603403,510 000 zł,"Najważniejsze atuty:
lokalizacja w spokojnej okolicy
szybki dojazd do Wrocławia
miejsce postojowe, komórka lokatorska i piec w cenie mieszkania
W skrócie
Osiedle Przyjazne to 20 mieszkań w zabudowie szeregowej. Mieszkania na parterze mają 70 m kw. Do każdego przynależy ogródek. W cenie mieszkania są: miejsce postojowe, komórka lokatorska, piec i grzejniki oraz rolety. Mieszkania na piętrze liczą 111 m kw. (lokatorzy do własnej aranżacji otrzymują antresolę na poddaszu). Cena obejmuje: miejsce postojowe, komórkę lokatorską, piec i grzejniki na piętrze, docieplenie połaci dachu oraz wyprowadzone instalacje.
Lokalizacja
Inwestycja położona jest w Lutyni, leżącej na zachód od Wrocławia miejscowości o największym potencjale inwestycyjnym w obrębie aglomeracji. W miasteczku jest dostępna podstawowa infrastruktura zapewniająca wygodne życie. W okolicy powstaje Zachodnia Obwodnica Wrocławia, co jeszcze usprawni poruszanie się samochodem.
Tereny zielone
Mieszkańcy poszukujący chwili na łonie natury w 14 minut dojdą do parku miejskiego. W Lesie Ratyńskim, gdzie czeka na wypoczywających m.in. ścieżka przyrodnicza, można znaleźć się już po 9-miturowej podróży samochodem.
Sklepy, punkty usługowe i gastronomiczne
Do najbliższego sklepu spożywczego dojdziemy w 9 minut. W podobnej odległości usytuowany jest paczkomat. Biedronka i Lidl znajdują się w Leśnicy. Można tam dojechać już w 12 minut. Tyle samo czasu zajmie podróż do CH Hermes. Do przychodni można dojść w 10 minut. Podobny czas trzeba zarezerwować, by dotrzeć spacerem do lodziarni oraz pizzerii i bistro.
Komunikacja i transport publiczny
Na oddalonym o 8 minut pieszo przystanku zatrzymuje się autobus linii 938. Dojazd nim do centrum Wrocławia zajmuje nieco ponad godzinę. Tę samą trasę można pokonać samochodem w 30 minut.
Edukacja
W Lutyni znajduje się kilka placówek edukacyjnych dla dzieci. W klubie dziecięcym znajdziemy się po 7-minutowym spacerze, do najbliższego przedszkola jest 13 minut pieszo. Szkoła Podstawowa im. Jana Pawła II jest oddalona o 1 km od osiedla. Kolejne placówki zlokalizowane są na trasie do Wrocławia. Można do nich dojechać już w 15 minut.
Rezerwacja i płatność
Po szczegóły zapraszamy do kontaktu przez formularz znajdujący się na dole strony.","Fabryczna,",4,,,"111,40 m²",,,,2023
Gotowe mieszkanie 2-pokojowe ul.Burzowa8/6_ Wrocław,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-burzowa-52m2-mzn2043065303,740 000 zł,"Do sprzedania gotowe, wykończone i wyposażone 2 pokojowe mieszkanie zlokalizowane przy ul. Burzowej 8 we Wrocławiu, w spokojnej i cichej dzielnicy.
Mieszkanie składa się z 2 pokoi w tym jeden z aneksem kuchennym, łazienki z WC, przedpokoju i balkonu, o łącznej powierzchni około 53m2. Mieszkanie zlokalizowane jest na pierwszym piętrze.
Mieszkanie posiada funkcjonalny rozkład wnętrz, doskonałe doświetlenie pomieszczeń.
Budynek posiada ogrzewanie z sieci miejskiej.
Dużym atutem mieszkania jest doskonała lokalizacja, niedaleko znajduje się park, żłobek, przedszkole, szkoła, basen, sklepy, ośrodek zdrowia, blisko terenów zielonych (tj. Park Południowy, Górka Skarbowców, Park Grabiszyński).
Położenie obiektu zapewnia dobre połączenie zarówno z centrum jak i węzłem bielańskim.
Do mieszkania można dokupić miejsce postojowe w garażu podziemnym w cenie 40.000,00 zł lub miejsce naziemne przy budynku w cenie 20.000,00 zł.
Sprzedaż bez prowizji.
INWESTYCJA ZAKOŃCZONA. Mieszkania gotowe do odbioru i do zamieszkania.
Zapraszamy na prezentację po wcześniejszym umówieniu dogodnego terminu pod nr663... pokażlub601... pokaż.
Materiał zamieszczony w ogłoszeniu ma charakter poglądowy i nie stanowi oferty w rozumieniu prawa.
Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66, paragraf 1. Kodeksu Cywilnego. Inwestor nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia.","Krzyki,",2,,,"52,96 m²",Tak,,1/4,2015
